LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
AUT,INFRAINVEST,ROAD,EUR,A,2012,327000000,
AUT,INFRAINVEST,ROAD,EUR,A,2013,363000000,
BEL,INFRAINVEST,ROAD,EUR,A,1995,160000000,
BEL,INFRAINVEST,ROAD,EUR,A,1996,159000000,
BEL,INFRAINVEST,ROAD,EUR,A,1997,153000000,
BEL,INFRAINVEST,ROAD,EUR,A,1998,152000000,
BEL,INFRAINVEST,ROAD,EUR,A,1999,161000000,
BEL,INFRAINVEST,ROAD,EUR,A,2000,149000000,
BEL,INFRAINVEST,ROAD,EUR,A,2001,147000000,
BEL,INFRAINVEST,ROAD,EUR,A,2002,172000000,
BEL,INFRAINVEST,ROAD,EUR,A,2003,185000000,
BEL,INFRAINVEST,ROAD,EUR,A,2004,156000000,
BEL,INFRAINVEST,ROAD,EUR,A,2005,156000000,
BEL,INFRAINVEST,ROAD,EUR,A,2006,169000000,
BEL,INFRAINVEST,ROAD,EUR,A,2007,166000000,
BEL,INFRAINVEST,ROAD,EUR,A,2008,156000000,
BEL,INFRAINVEST,ROAD,EUR,A,2009,175000000,
BEL,INFRAINVEST,ROAD,EUR,A,2010,348000000,B
BEL,INFRAINVEST,ROAD,EUR,A,2011,248000000,
BEL,INFRAINVEST,ROAD,EUR,A,2012,553000000,
BEL,INFRAINVEST,ROAD,EUR,A,2013,587000000,
CAN,INFRAINVEST,ROAD,EUR,A,1994,3431493346,
CAN,INFRAINVEST,ROAD,EUR,A,1995,3575646168,
CAN,INFRAINVEST,ROAD,EUR,A,1996,3335258780,
CAN,INFRAINVEST,ROAD,EUR,A,1997,3476681957,
CAN,INFRAINVEST,ROAD,EUR,A,1998,3158939203,
CAN,INFRAINVEST,ROAD,EUR,A,1999,3206155010,
CAN,INFRAINVEST,ROAD,EUR,A,2000,3725933489,
CAN,INFRAINVEST,ROAD,EUR,A,2001,4394605899,
CAN,INFRAINVEST,ROAD,EUR,A,2002,3983679525,
CAN,INFRAINVEST,ROAD,EUR,A,2003,3936788875,
CAN,INFRAINVEST,ROAD,EUR,A,2004,4173160173,
CAN,INFRAINVEST,ROAD,EUR,A,2005,5493144333,
CAN,INFRAINVEST,ROAD,EUR,A,2006,6777840191,
CAN,INFRAINVEST,ROAD,EUR,A,2007,7804479543,
CAN,INFRAINVEST,ROAD,EUR,A,2008,8752004104,
CAN,INFRAINVEST,ROAD,EUR,A,2009,10890108504,
CAN,INFRAINVEST,ROAD,EUR,A,2010,15378704720,
CAN,INFRAINVEST,ROAD,EUR,A,2011,15066152951,
CAN,INFRAINVEST,ROAD,EUR,A,2012,14756382316,
CAN,INFRAINVEST,ROAD,EUR,A,2013,13086085940,
CZE,INFRAINVEST,ROAD,EUR,A,1994,224198840.4,
CZE,INFRAINVEST,ROAD,EUR,A,1995,282514209.3,
CZE,INFRAINVEST,ROAD,EUR,A,1996,305765051,
CZE,INFRAINVEST,ROAD,EUR,A,1997,382031169.5,
CZE,INFRAINVEST,ROAD,EUR,A,1998,374639290.1,
CZE,INFRAINVEST,ROAD,EUR,A,1999,322285881.6,
CZE,INFRAINVEST,ROAD,EUR,A,2000,308618742.9,
CZE,INFRAINVEST,ROAD,EUR,A,2001,302459964.6,
CZE,INFRAINVEST,ROAD,EUR,A,2002,518284866.8,
CZE,INFRAINVEST,ROAD,EUR,A,2003,625637901.3,
CZE,INFRAINVEST,ROAD,EUR,A,2004,1031226395,
CZE,INFRAINVEST,ROAD,EUR,A,2005,1414691140,
CZE,INFRAINVEST,ROAD,EUR,A,2006,1491555568,
CZE,INFRAINVEST,ROAD,EUR,A,2007,1493648724,
CZE,INFRAINVEST,ROAD,EUR,A,2008,2041828599,
CZE,INFRAINVEST,ROAD,EUR,A,2009,1985424195,
CZE,INFRAINVEST,ROAD,EUR,A,2010,1719545029,
CZE,INFRAINVEST,ROAD,EUR,A,2011,1293210027,
CZE,INFRAINVEST,ROAD,EUR,A,2012,876329247.8,
CZE,INFRAINVEST,ROAD,EUR,A,2013,647511082.4,
DNK,INFRAINVEST,ROAD,EUR,A,1994,294027971.1,
DNK,INFRAINVEST,ROAD,EUR,A,1995,351844522.4,
DNK,INFRAINVEST,ROAD,EUR,A,1996,403679447.8,
DNK,INFRAINVEST,ROAD,EUR,A,1997,399577703.8,
DNK,INFRAINVEST,ROAD,EUR,A,1998,387743673.2,
DNK,INFRAINVEST,ROAD,EUR,A,1999,419468502.9,
DNK,INFRAINVEST,ROAD,EUR,A,2000,454533258.2,
DNK,INFRAINVEST,ROAD,EUR,A,2001,497034432.8,
DNK,INFRAINVEST,ROAD,EUR,A,2002,399165601.2,
DNK,INFRAINVEST,ROAD,EUR,A,2003,586620372.2,
DNK,INFRAINVEST,ROAD,EUR,A,2004,727832363.3,
DNK,INFRAINVEST,ROAD,EUR,A,2005,927707771.4,
DNK,INFRAINVEST,ROAD,EUR,A,2006,1190760279,
DNK,INFRAINVEST,ROAD,EUR,A,2007,1028882805,
DNK,INFRAINVEST,ROAD,EUR,A,2008,935622317.6,
DNK,INFRAINVEST,ROAD,EUR,A,2009,713777312.2,
DNK,INFRAINVEST,ROAD,EUR,A,2010,936593619.1,
DNK,INFRAINVEST,ROAD,EUR,A,2011,1051981693,
DNK,INFRAINVEST,ROAD,EUR,A,2012,1323651898,
DNK,INFRAINVEST,ROAD,EUR,A,2013,1046943510,
FIN,INFRAINVEST,ROAD,EUR,A,1994,498000000,
FIN,INFRAINVEST,ROAD,EUR,A,1995,457000000,
FIN,INFRAINVEST,ROAD,EUR,A,1996,429000000,
FIN,INFRAINVEST,ROAD,EUR,A,1997,436000000,
FIN,INFRAINVEST,ROAD,EUR,A,1998,443000000,
FIN,INFRAINVEST,ROAD,EUR,A,1999,458000000,
FIN,INFRAINVEST,ROAD,EUR,A,2000,488000000,
FIN,INFRAINVEST,ROAD,EUR,A,2001,508000000,
FIN,INFRAINVEST,ROAD,EUR,A,2002,520000000,
FIN,INFRAINVEST,ROAD,EUR,A,2003,533000000,
FIN,INFRAINVEST,ROAD,EUR,A,2004,599000000,
FIN,INFRAINVEST,ROAD,EUR,A,2005,595000000,
FIN,INFRAINVEST,ROAD,EUR,A,2006,650000000,
FIN,INFRAINVEST,ROAD,EUR,A,2007,802000000,
FIN,INFRAINVEST,ROAD,EUR,A,2008,973000000,
FIN,INFRAINVEST,ROAD,EUR,A,2009,922000000,
FIN,INFRAINVEST,ROAD,EUR,A,2010,890000000,
FIN,INFRAINVEST,ROAD,EUR,A,2011,973000000,
FIN,INFRAINVEST,ROAD,EUR,A,2012,1128000000,
FIN,INFRAINVEST,ROAD,EUR,A,2013,1148000000,
FRA,INFRAINVEST,ROAD,EUR,A,1994,9968000000,
FRA,INFRAINVEST,ROAD,EUR,A,1995,10805267015,
FRA,INFRAINVEST,ROAD,EUR,A,1996,10947662219,
FRA,INFRAINVEST,ROAD,EUR,A,1997,10819524890,
FRA,INFRAINVEST,ROAD,EUR,A,1998,10532081864,
FRA,INFRAINVEST,ROAD,EUR,A,1999,10275291051,
FRA,INFRAINVEST,ROAD,EUR,A,2000,10940364409,
FRA,INFRAINVEST,ROAD,EUR,A,2001,10920413960,
FRA,INFRAINVEST,ROAD,EUR,A,2002,10345177749,
FRA,INFRAINVEST,ROAD,EUR,A,2003,10990928004,
FRA,INFRAINVEST,ROAD,EUR,A,2004,11526363522,
FRA,INFRAINVEST,ROAD,EUR,A,2005,12402058253,
FRA,INFRAINVEST,ROAD,EUR,A,2006,12915322777,
FRA,INFRAINVEST,ROAD,EUR,A,2007,13883209568,
FRA,INFRAINVEST,ROAD,EUR,A,2008,14036319131,
FRA,INFRAINVEST,ROAD,EUR,A,2009,14277760990,
FRA,INFRAINVEST,ROAD,EUR,A,2010,14497093953,
FRA,INFRAINVEST,ROAD,EUR,A,2011,12604291274,
FRA,INFRAINVEST,ROAD,EUR,A,2012,13173701531,
FRA,INFRAINVEST,ROAD,EUR,A,2013,12866158552,
DEU,INFRAINVEST,ROAD,EUR,A,1994,10420000000,
DEU,INFRAINVEST,ROAD,EUR,A,1995,10216000000,
DEU,INFRAINVEST,ROAD,EUR,A,1996,11126000000,
DEU,INFRAINVEST,ROAD,EUR,A,1997,10916000000,
DEU,INFRAINVEST,ROAD,EUR,A,1998,10850000000,
DEU,INFRAINVEST,ROAD,EUR,A,1999,11146000000,
DEU,INFRAINVEST,ROAD,EUR,A,2000,11967000000,
DEU,INFRAINVEST,ROAD,EUR,A,2001,11558000000,
DEU,INFRAINVEST,ROAD,EUR,A,2002,11100000000,
DEU,INFRAINVEST,ROAD,EUR,A,2003,10790000000,
DEU,INFRAINVEST,ROAD,EUR,A,2004,10710000000,
DEU,INFRAINVEST,ROAD,EUR,A,2005,10200000000,
DEU,INFRAINVEST,ROAD,EUR,A,2006,10730000000,
DEU,INFRAINVEST,ROAD,EUR,A,2007,10845000000,
DEU,INFRAINVEST,ROAD,EUR,A,2008,11410000000,
DEU,INFRAINVEST,ROAD,EUR,A,2009,12620000000,
DEU,INFRAINVEST,ROAD,EUR,A,2010,11240000000,
DEU,INFRAINVEST,ROAD,EUR,A,2011,11340000000,
DEU,INFRAINVEST,ROAD,EUR,A,2012,11530000000,
DEU,INFRAINVEST,ROAD,EUR,A,2013,11730000000,
GRC,INFRAINVEST,ROAD,EUR,A,2000,1402000000,
GRC,INFRAINVEST,ROAD,EUR,A,2001,1604000000,
GRC,INFRAINVEST,ROAD,EUR,A,2002,1692000000,
GRC,INFRAINVEST,ROAD,EUR,A,2003,1636000000,
GRC,INFRAINVEST,ROAD,EUR,A,2004,1507000000,
GRC,INFRAINVEST,ROAD,EUR,A,2005,1080000000,
GRC,INFRAINVEST,ROAD,EUR,A,2006,1392000000,
GRC,INFRAINVEST,ROAD,EUR,A,2007,1516000000,
GRC,INFRAINVEST,ROAD,EUR,A,2008,1760000000,
GRC,INFRAINVEST,ROAD,EUR,A,2009,1791000000,
GRC,INFRAINVEST,ROAD,EUR,A,2010,1394000000,
GRC,INFRAINVEST,ROAD,EUR,A,2011,1310000000,
GRC,INFRAINVEST,ROAD,EUR,A,2012,1088000000,
GRC,INFRAINVEST,ROAD,EUR,A,2013,2181000000,
HUN,INFRAINVEST,ROAD,EUR,A,1994,264454798.9,
HUN,INFRAINVEST,ROAD,EUR,A,1995,131084071.5,
HUN,INFRAINVEST,ROAD,EUR,A,1996,122846952.3,
HUN,INFRAINVEST,ROAD,EUR,A,1997,299210707.7,
HUN,INFRAINVEST,ROAD,EUR,A,1998,280473625.9,
HUN,INFRAINVEST,ROAD,EUR,A,1999,208516741.7,
HUN,INFRAINVEST,ROAD,EUR,A,2000,176594406.2,
HUN,INFRAINVEST,ROAD,EUR,A,2001,236922316.8,
HUN,INFRAINVEST,ROAD,EUR,A,2002,283669489.2,
HUN,INFRAINVEST,ROAD,EUR,A,2003,242685340.2,
HUN,INFRAINVEST,ROAD,EUR,A,2004,1426659915,
HUN,INFRAINVEST,ROAD,EUR,A,2005,1703158279,
HUN,INFRAINVEST,ROAD,EUR,A,2006,583691897.1,
HUN,INFRAINVEST,ROAD,EUR,A,2007,645917032,
HUN,INFRAINVEST,ROAD,EUR,A,2008,977883708.2,
HUN,INFRAINVEST,ROAD,EUR,A,2009,1565229294,
HUN,INFRAINVEST,ROAD,EUR,A,2010,840161143.7,
HUN,INFRAINVEST,ROAD,EUR,A,2011,298023701.3,
HUN,INFRAINVEST,ROAD,EUR,A,2012,152652284.2,
HUN,INFRAINVEST,ROAD,EUR,A,2013,400571427,
ISL,INFRAINVEST,ROAD,EUR,A,1994,48709505.03,
ISL,INFRAINVEST,ROAD,EUR,A,1995,74632329.5,
ISL,INFRAINVEST,ROAD,EUR,A,1996,69017662,
ISL,INFRAINVEST,ROAD,EUR,A,1997,81393166.65,
ISL,INFRAINVEST,ROAD,EUR,A,1998,139738320.1,
ISL,INFRAINVEST,ROAD,EUR,A,1999,109667721,
ISL,INFRAINVEST,ROAD,EUR,A,2000,129296512.9,
ISL,INFRAINVEST,ROAD,EUR,A,2001,109188715.5,
ISL,INFRAINVEST,ROAD,EUR,A,2002,123186943,
ISL,INFRAINVEST,ROAD,EUR,A,2003,171021196.7,
ISL,INFRAINVEST,ROAD,EUR,A,2004,142935325.7,
ISL,INFRAINVEST,ROAD,EUR,A,2005,151346681.3,
ISL,INFRAINVEST,ROAD,EUR,A,2006,210440490.2,
ISL,INFRAINVEST,ROAD,EUR,A,2007,186583208.5,
ISL,INFRAINVEST,ROAD,EUR,A,2008,244091489.2,
ISL,INFRAINVEST,ROAD,EUR,A,2009,120924592,
ISL,INFRAINVEST,ROAD,EUR,A,2010,79345111.46,
ISL,INFRAINVEST,ROAD,EUR,A,2011,38715663.15,B
ISL,INFRAINVEST,ROAD,EUR,A,2012,37911481.88,
ISL,INFRAINVEST,ROAD,EUR,A,2013,41829738.36,
IRL,INFRAINVEST,ROAD,EUR,A,1994,243000000,
IRL,INFRAINVEST,ROAD,EUR,A,1995,283000000,
IRL,INFRAINVEST,ROAD,EUR,A,1996,281000000,
IRL,INFRAINVEST,ROAD,EUR,A,1997,473000000,
IRL,INFRAINVEST,ROAD,EUR,A,1998,547000000,
IRL,INFRAINVEST,ROAD,EUR,A,1999,742000000,
IRL,INFRAINVEST,ROAD,EUR,A,2000,893000000,
IRL,INFRAINVEST,ROAD,EUR,A,2001,1228000000,
IRL,INFRAINVEST,ROAD,EUR,A,2002,1430000000,
IRL,INFRAINVEST,ROAD,EUR,A,2003,1516000000,
IRL,INFRAINVEST,ROAD,EUR,A,2004,1562000000,
IRL,INFRAINVEST,ROAD,EUR,A,2005,1662000000,
IRL,INFRAINVEST,ROAD,EUR,A,2006,2019000000,
IRL,INFRAINVEST,ROAD,EUR,A,2007,2191000000,
IRL,INFRAINVEST,ROAD,EUR,A,2008,2069000000,
IRL,INFRAINVEST,ROAD,EUR,A,2009,1769000000,
IRL,INFRAINVEST,ROAD,EUR,A,2010,1414000000,
IRL,INFRAINVEST,ROAD,EUR,A,2011,1017000000,
IRL,INFRAINVEST,ROAD,EUR,A,2012,886000000,
IRL,INFRAINVEST,ROAD,EUR,A,2013,594000000,
ITA,INFRAINVEST,ROAD,EUR,A,1995,4980000000,
ITA,INFRAINVEST,ROAD,EUR,A,1996,5052000000,
ITA,INFRAINVEST,ROAD,EUR,A,1997,5144000000,
ITA,INFRAINVEST,ROAD,EUR,A,1998,6258000000,
ITA,INFRAINVEST,ROAD,EUR,A,1999,6365000000,
ITA,INFRAINVEST,ROAD,EUR,A,2000,6930000000,
ITA,INFRAINVEST,ROAD,EUR,A,2001,4582000000,
ITA,INFRAINVEST,ROAD,EUR,A,2002,5071000000,B
ITA,INFRAINVEST,ROAD,EUR,A,2003,6874000000,
ITA,INFRAINVEST,ROAD,EUR,A,2004,7572000000,
ITA,INFRAINVEST,ROAD,EUR,A,2005,9169000000,
ITA,INFRAINVEST,ROAD,EUR,A,2006,14280000000,
ITA,INFRAINVEST,ROAD,EUR,A,2007,13664000000,
ITA,INFRAINVEST,ROAD,EUR,A,2008,13051000000,
ITA,INFRAINVEST,ROAD,EUR,A,2009,5641000000,
ITA,INFRAINVEST,ROAD,EUR,A,2010,3389000000,
ITA,INFRAINVEST,ROAD,EUR,A,2011,4129000000,
ITA,INFRAINVEST,ROAD,EUR,A,2012,3107000000,
ITA,INFRAINVEST,ROAD,EUR,A,2013,2841000000,
JPN,INFRAINVEST,ROAD,EUR,A,1994,68426588237,
JPN,INFRAINVEST,ROAD,EUR,A,1995,71565750817,
JPN,INFRAINVEST,ROAD,EUR,A,1996,62594079548,
JPN,INFRAINVEST,ROAD,EUR,A,1997,60879066030,
JPN,INFRAINVEST,ROAD,EUR,A,1998,60361391127,
JPN,INFRAINVEST,ROAD,EUR,A,1999,69794503671,
JPN,INFRAINVEST,ROAD,EUR,A,2000,79312039934,
JPN,INFRAINVEST,ROAD,EUR,A,2001,67569403219,
JPN,INFRAINVEST,ROAD,EUR,A,2002,59914977217,
JPN,INFRAINVEST,ROAD,EUR,A,2003,49863540972,
JPN,INFRAINVEST,ROAD,EUR,A,2004,43272246849,
JPN,INFRAINVEST,ROAD,EUR,A,2005,40059037917,
JPN,INFRAINVEST,ROAD,EUR,A,2006,36602006737,
JPN,INFRAINVEST,ROAD,EUR,A,2007,31561476386,
JPN,INFRAINVEST,ROAD,EUR,A,2008,31870349621,
JPN,INFRAINVEST,ROAD,EUR,A,2009,37206998936,
JPN,INFRAINVEST,ROAD,EUR,A,2010,35766258465,
JPN,INFRAINVEST,ROAD,EUR,A,2011,35812517049,
JPN,INFRAINVEST,ROAD,EUR,A,2012,37300772096,
JPN,INFRAINVEST,ROAD,EUR,A,2013,33129221998,
KOR,INFRAINVEST,ROAD,EUR,A,2001,7161604810,
KOR,INFRAINVEST,ROAD,EUR,A,2002,6867684494,
KOR,INFRAINVEST,ROAD,EUR,A,2003,6704756677,
KOR,INFRAINVEST,ROAD,EUR,A,2004,5667390861,
KOR,INFRAINVEST,ROAD,EUR,A,2005,6019344544,
KOR,INFRAINVEST,ROAD,EUR,A,2006,6121562346,
KOR,INFRAINVEST,ROAD,EUR,A,2007,5919302749,
KOR,INFRAINVEST,ROAD,EUR,A,2008,10908002830,B
KOR,INFRAINVEST,ROAD,EUR,A,2009,12188688693,
KOR,INFRAINVEST,ROAD,EUR,A,2010,10791405948,
KOR,INFRAINVEST,ROAD,EUR,A,2011,9243579917,
KOR,INFRAINVEST,ROAD,EUR,A,2012,10780678839,
KOR,INFRAINVEST,ROAD,EUR,A,2013,11337184470,
LUX,INFRAINVEST,ROAD,EUR,A,1994,136225032.8,
LUX,INFRAINVEST,ROAD,EUR,A,1995,113741290.8,
LUX,INFRAINVEST,ROAD,EUR,A,1996,107367648.4,
LUX,INFRAINVEST,ROAD,EUR,A,1997,101302475.4,
LUX,INFRAINVEST,ROAD,EUR,A,1998,112559210.7,
LUX,INFRAINVEST,ROAD,EUR,A,1999,145516901.8,
LUX,INFRAINVEST,ROAD,EUR,A,2000,166020801.2,
LUX,INFRAINVEST,ROAD,EUR,A,2001,185872400.7,
LUX,INFRAINVEST,ROAD,EUR,A,2002,212893775.4,
LUX,INFRAINVEST,ROAD,EUR,A,2003,188405582,
LUX,INFRAINVEST,ROAD,EUR,A,2004,135202789.9,
LUX,INFRAINVEST,ROAD,EUR,A,2005,127657001.7,
LUX,INFRAINVEST,ROAD,EUR,A,2006,175887339.7,
LUX,INFRAINVEST,ROAD,EUR,A,2007,157402016.9,
LUX,INFRAINVEST,ROAD,EUR,A,2008,137772604.6,
LUX,INFRAINVEST,ROAD,EUR,A,2009,148466156.5,
LUX,INFRAINVEST,ROAD,EUR,A,2010,182571021.3,
LUX,INFRAINVEST,ROAD,EUR,A,2011,221976449.3,
LUX,INFRAINVEST,ROAD,EUR,A,2012,213399365,
LUX,INFRAINVEST,ROAD,EUR,A,2013,220107177.6,
MEX,INFRAINVEST,ROAD,EUR,A,1994,3392383436,
MEX,INFRAINVEST,ROAD,EUR,A,1995,658968531.9,
MEX,INFRAINVEST,ROAD,EUR,A,1996,666249176.8,
MEX,INFRAINVEST,ROAD,EUR,A,1997,1241033098,
MEX,INFRAINVEST,ROAD,EUR,A,1998,813084196.3,
MEX,INFRAINVEST,ROAD,EUR,A,1999,1067030924,
MEX,INFRAINVEST,ROAD,EUR,A,2000,1282300070,
MEX,INFRAINVEST,ROAD,EUR,A,2001,1150654458,
MEX,INFRAINVEST,ROAD,EUR,A,2002,1447652378,
MEX,INFRAINVEST,ROAD,EUR,A,2003,1683193677,
MEX,INFRAINVEST,ROAD,EUR,A,2004,1998040826,
MEX,INFRAINVEST,ROAD,EUR,A,2005,2851635580,
MEX,INFRAINVEST,ROAD,EUR,A,2006,2542883566,
MEX,INFRAINVEST,ROAD,EUR,A,2007,2164279061,
MEX,INFRAINVEST,ROAD,EUR,A,2008,2550218822,
MEX,INFRAINVEST,ROAD,EUR,A,2009,3020626486,
MEX,INFRAINVEST,ROAD,EUR,A,2010,3937086683,
MEX,INFRAINVEST,ROAD,EUR,A,2011,3915819349,
MEX,INFRAINVEST,ROAD,EUR,A,2012,3985257091,
MEX,INFRAINVEST,ROAD,EUR,A,2013,4180020576,
NLD,INFRAINVEST,ROAD,EUR,A,1997,1122000000,
NLD,INFRAINVEST,ROAD,EUR,A,1998,1350000000,
NLD,INFRAINVEST,ROAD,EUR,A,1999,1500000000,
NLD,INFRAINVEST,ROAD,EUR,A,2000,1727000000,
NLD,INFRAINVEST,ROAD,EUR,A,2001,1847000000,
NLD,INFRAINVEST,ROAD,EUR,A,2002,2279000000,
NLD,INFRAINVEST,ROAD,EUR,A,2003,2328000000,
NLD,INFRAINVEST,ROAD,EUR,A,2004,2334000000,
NLD,INFRAINVEST,ROAD,EUR,A,2005,1636000000,
NLD,INFRAINVEST,ROAD,EUR,A,2006,1654000000,
NLD,INFRAINVEST,ROAD,EUR,A,2007,1680000000,
NLD,INFRAINVEST,ROAD,EUR,A,2008,2194000000,
NLD,INFRAINVEST,ROAD,EUR,A,2009,2363000000,
NLD,INFRAINVEST,ROAD,EUR,A,2010,2300000000,
NLD,INFRAINVEST,ROAD,EUR,A,2011,2287000000,
NZL,INFRAINVEST,ROAD,EUR,A,1998,176544206.5,
NZL,INFRAINVEST,ROAD,EUR,A,1999,184687870.1,
NZL,INFRAINVEST,ROAD,EUR,A,2000,209795376.4,
NZL,INFRAINVEST,ROAD,EUR,A,2001,172060691.7,
NZL,INFRAINVEST,ROAD,EUR,A,2002,180676178.9,
NZL,INFRAINVEST,ROAD,EUR,A,2003,198218535.3,
NZL,INFRAINVEST,ROAD,EUR,A,2004,266970998.6,
NZL,INFRAINVEST,ROAD,EUR,A,2005,345287393.3,
NZL,INFRAINVEST,ROAD,EUR,A,2006,392897849.3,
NZL,INFRAINVEST,ROAD,EUR,A,2007,483214982.6,
NZL,INFRAINVEST,ROAD,EUR,A,2008,503310076.5,
NZL,INFRAINVEST,ROAD,EUR,A,2009,553842627.2,
NZL,INFRAINVEST,ROAD,EUR,A,2010,765857842.8,
NZL,INFRAINVEST,ROAD,EUR,A,2011,918972369,
NZL,INFRAINVEST,ROAD,EUR,A,2012,654512925.4,
NZL,INFRAINVEST,ROAD,EUR,A,2013,799041856.7,
NOR,INFRAINVEST,ROAD,EUR,A,1994,751134463.8,
NOR,INFRAINVEST,ROAD,EUR,A,1995,826273743.2,
NOR,INFRAINVEST,ROAD,EUR,A,1996,782079281.6,
NOR,INFRAINVEST,ROAD,EUR,A,1997,868486042.9,
NOR,INFRAINVEST,ROAD,EUR,A,1998,949335666,
NOR,INFRAINVEST,ROAD,EUR,A,1999,1001503398,
NOR,INFRAINVEST,ROAD,EUR,A,2000,908709959.7,
NOR,INFRAINVEST,ROAD,EUR,A,2001,1018896992,
NOR,INFRAINVEST,ROAD,EUR,A,2002,1163899282,
NOR,INFRAINVEST,ROAD,EUR,A,2003,1073567098,
NOR,INFRAINVEST,ROAD,EUR,A,2004,1138451248,
NOR,INFRAINVEST,ROAD,EUR,A,2005,1461268704,
NOR,INFRAINVEST,ROAD,EUR,A,2006,1474839367,
NOR,INFRAINVEST,ROAD,EUR,A,2007,1734532257,
NOR,INFRAINVEST,ROAD,EUR,A,2008,2136830075,
NOR,INFRAINVEST,ROAD,EUR,A,2009,2488314545,
NOR,INFRAINVEST,ROAD,EUR,A,2010,2673994504,
NOR,INFRAINVEST,ROAD,EUR,A,2011,2811645901,
NOR,INFRAINVEST,ROAD,EUR,A,2012,3301050097,
NOR,INFRAINVEST,ROAD,EUR,A,2013,3844281303,
POL,INFRAINVEST,ROAD,EUR,A,1994,404675593.7,
POL,INFRAINVEST,ROAD,EUR,A,1995,638224072.1,
POL,INFRAINVEST,ROAD,EUR,A,1996,180319724.1,B
POL,INFRAINVEST,ROAD,EUR,A,1997,227266607.4,
POL,INFRAINVEST,ROAD,EUR,A,1998,299220646.5,
POL,INFRAINVEST,ROAD,EUR,A,1999,296678338.2,
POL,INFRAINVEST,ROAD,EUR,A,2000,1019511952,B
POL,INFRAINVEST,ROAD,EUR,A,2001,1093924457,
POL,INFRAINVEST,ROAD,EUR,A,2002,1035941352,
POL,INFRAINVEST,ROAD,EUR,A,2003,1010617739,
POL,INFRAINVEST,ROAD,EUR,A,2004,1235382375,
POL,INFRAINVEST,ROAD,EUR,A,2005,1874906777,
POL,INFRAINVEST,ROAD,EUR,A,2006,2605324639,
POL,INFRAINVEST,ROAD,EUR,A,2007,3444000952,
POL,INFRAINVEST,ROAD,EUR,A,2008,4504566015,
POL,INFRAINVEST,ROAD,EUR,A,2009,5337659938,
POL,INFRAINVEST,ROAD,EUR,A,2010,6509637046,
POL,INFRAINVEST,ROAD,EUR,A,2011,8323257338,
POL,INFRAINVEST,ROAD,EUR,A,2012,4382811940,
POL,INFRAINVEST,ROAD,EUR,A,2013,2464797122,
PRT,INFRAINVEST,ROAD,EUR,A,1994,648523094.3,
PRT,INFRAINVEST,ROAD,EUR,A,1995,737000000,
PRT,INFRAINVEST,ROAD,EUR,A,1996,748000000,
PRT,INFRAINVEST,ROAD,EUR,A,1997,970000000,
