"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"EST","ROADACCID","DEATH","1000000HAB","A","1996",150.46687115091,
"EST","ROADACCID","DEATH","1000000HAB","A","1997",199.35192760453,
"EST","ROADACCID","DEATH","1000000HAB","A","1998",204.8831444657,
"EST","ROADACCID","DEATH","1000000HAB","A","1999",166.87718127178,
"EST","ROADACCID","DEATH","1000000HAB","A","2000",146.02876909917,
"EST","ROADACCID","DEATH","1000000HAB","A","2001",143.35988012521,
"EST","ROADACCID","DEATH","1000000HAB","A","2002",161.67035197738,
"EST","ROADACCID","DEATH","1000000HAB","A","2003",119.64514999416,
"EST","ROADACCID","DEATH","1000000HAB","A","2004",124.76606363069,
"EST","ROADACCID","DEATH","1000000HAB","A","2005",125.48209112214,
"EST","ROADACCID","DEATH","1000000HAB","A","2006",151.4690268115,
"EST","ROADACCID","DEATH","1000000HAB","A","2007",146.19446847868,
"EST","ROADACCID","DEATH","1000000HAB","A","2008",98.721851184288,
"EST","ROADACCID","DEATH","1000000HAB","A","2009",74.933590105769,
"EST","ROADACCID","DEATH","1000000HAB","A","2010",59.332694943578,
"EST","ROADACCID","DEATH","1000000HAB","A","2011",76.086358770535,
"EST","ROADACCID","DEATH","1000000HAB","A","2012",65.774750963184,
"EST","ROADACCID","DEATH","1000000HAB","A","2013",61.456892542244,
"BIH","ROADACCID","DEATH","1000000HAB","A","1994",37.732829283512,
"BIH","ROADACCID","DEATH","1000000HAB","A","1995",55.935512338073,
"BIH","ROADACCID","DEATH","1000000HAB","A","1996",52.64023862164,
"BIH","ROADACCID","DEATH","1000000HAB","A","1997",61.293598736392,
"BIH","ROADACCID","DEATH","1000000HAB","A","2003",121.71736856575,
"BIH","ROADACCID","DEATH","1000000HAB","A","2004",115.56911707575,
"BIH","ROADACCID","DEATH","1000000HAB","A","2005",101.54619955415,
"BIH","ROADACCID","DEATH","1000000HAB","A","2006",106.62876362493,
"BIH","ROADACCID","DEATH","1000000HAB","A","2007",113.93746687864,
"BIH","ROADACCID","DEATH","1000000HAB","A","2008",115.31515445721,
"BIH","ROADACCID","DEATH","1000000HAB","A","2009",101.96017094076,
"BIH","ROADACCID","DEATH","1000000HAB","A","2011",96.506649064143,
"BIH","ROADACCID","DEATH","1000000HAB","A","2012",83.054657091168,
"BIH","ROADACCID","DEATH","1000000HAB","A","2013",92.649124174514,
"MKD","ROADACCID","DEATH","1000000HAB","A","1994",74.178623133739,
"MKD","ROADACCID","DEATH","1000000HAB","A","1995",79.162910210099,
"MKD","ROADACCID","DEATH","1000000HAB","A","1996",77.408601301972,
"MKD","ROADACCID","DEATH","1000000HAB","A","1997",89.01784807854,
"MKD","ROADACCID","DEATH","1000000HAB","A","1998",92.939712940538,
"MKD","ROADACCID","DEATH","1000000HAB","A","1999",106.69859720983,
"MKD","ROADACCID","DEATH","1000000HAB","A","2000",79.613960750317,
"MKD","ROADACCID","DEATH","1000000HAB","A","2001",52.378010634205,
"MKD","ROADACCID","DEATH","1000000HAB","A","2002",85.898577207203,
"MKD","ROADACCID","DEATH","1000000HAB","A","2003",57.464939082295,
"MKD","ROADACCID","DEATH","1000000HAB","A","2004",75.350733357089,
"MKD","ROADACCID","DEATH","1000000HAB","A","2005",69.408311135617,
"MKD","ROADACCID","DEATH","1000000HAB","A","2006",67.857566966936,
"MKD","ROADACCID","DEATH","1000000HAB","A","2007",83.758662727589,
"MKD","ROADACCID","DEATH","1000000HAB","A","2008",78.360125724468,
"MKD","ROADACCID","DEATH","1000000HAB","A","2009",77.328568604698,
"MKD","ROADACCID","DEATH","1000000HAB","A","2010",78.232940027691,
"MKD","ROADACCID","DEATH","1000000HAB","A","2011",82.996241524853,
"MKD","ROADACCID","DEATH","1000000HAB","A","2012",63.644025465325,
"MKD","ROADACCID","DEATH","1000000HAB","A","2013",95.387714929478,
"AUS","ROADACCID","DEATH","1000000HAB","A","1994",107.98095771493,
"AUS","ROADACCID","DEATH","1000000HAB","A","1995",111.60911907924,
"AUS","ROADACCID","DEATH","1000000HAB","A","1996",107.58560428158,
"AUS","ROADACCID","DEATH","1000000HAB","A","1997",95.425824917643,
"AUS","ROADACCID","DEATH","1000000HAB","A","1998",93.795093795094,
"AUS","ROADACCID","DEATH","1000000HAB","A","1999",93.205114657086,
"AUS","ROADACCID","DEATH","1000000HAB","A","2000",94.867644755391,
"AUS","ROADACCID","DEATH","1000000HAB","A","2001",89.476124246639,
"AUS","ROADACCID","DEATH","1000000HAB","A","2002",87.271135898715,
"AUS","ROADACCID","DEATH","1000000HAB","A","2003",81.476120108166,
"AUS","ROADACCID","DEATH","1000000HAB","A","2004",78.649005832845,
"AUS","ROADACCID","DEATH","1000000HAB","A","2005",79.775236825073,
"AUS","ROADACCID","DEATH","1000000HAB","A","2006",77.205900115471,
"AUS","ROADACCID","DEATH","1000000HAB","A","2007",76.965180817761,
"AUS","ROADACCID","DEATH","1000000HAB","A","2008",67.626075334601,
"AUS","ROADACCID","DEATH","1000000HAB","A","2009",68.735968135278,
"AUS","ROADACCID","DEATH","1000000HAB","A","2010",61.411372224176,
"AUS","ROADACCID","DEATH","1000000HAB","A","2011",57.161979772269,
"AUS","ROADACCID","DEATH","1000000HAB","A","2012",57.161764495729,
"AUS","ROADACCID","DEATH","1000000HAB","A","2013",51.283378426271,
"IND","ROADACCID","DEATH","1000000HAB","A","1994",68.41722489409,
"IND","ROADACCID","DEATH","1000000HAB","A","1995",73.693147205203,
"IND","ROADACCID","DEATH","1000000HAB","A","1996",76.274918145643,
"IND","ROADACCID","DEATH","1000000HAB","A","1997",77.177250422481,
"IND","ROADACCID","DEATH","1000000HAB","A","1998",78.662442834342,
"IND","ROADACCID","DEATH","1000000HAB","A","1999",79.229476167541,
"IND","ROADACCID","DEATH","1000000HAB","A","2000",74.935598175523,
"IND","ROADACCID","DEATH","1000000HAB","A","2001",75.491994185918,
"IND","ROADACCID","DEATH","1000000HAB","A","2002",77.696318061833,
"IND","ROADACCID","DEATH","1000000HAB","A","2003",77.613572759229,
"IND","ROADACCID","DEATH","1000000HAB","A","2004",82.244079170215,
"IND","ROADACCID","DEATH","1000000HAB","A","2005",83.005375367206,
"IND","ROADACCID","DEATH","1000000HAB","A","2006",91.007769142947,
"IND","ROADACCID","DEATH","1000000HAB","A","2007",97.012647329216,
"IND","ROADACCID","DEATH","1000000HAB","A","2008",100.12137975655,
"IND","ROADACCID","DEATH","1000000HAB","A","2009",103.48603386384,
"IND","ROADACCID","DEATH","1000000HAB","A","2010",109.27303814224,
"IND","ROADACCID","DEATH","1000000HAB","A","2011",114.240606178,
"IND","ROADACCID","DEATH","1000000HAB","A","2012",109.46222620228,
"IND","ROADACCID","DEATH","1000000HAB","A","2013",107.59898833769,
"SVK","ROADACCID","DEATH","1000000HAB","A","1994",127.19002994764,
"SVK","ROADACCID","DEATH","1000000HAB","A","1995",130.17533199838,
"SVK","ROADACCID","DEATH","1000000HAB","A","1996",118.73387996824,
"SVK","ROADACCID","DEATH","1000000HAB","A","1997",153.80925905733,
"SVK","ROADACCID","DEATH","1000000HAB","A","1998",159.7249688156,
"SVK","ROADACCID","DEATH","1000000HAB","A","1999",124.53623226007,
"SVK","ROADACCID","DEATH","1000000HAB","A","2000",120.25119137754,
"SVK","ROADACCID","DEATH","1000000HAB","A","2001",116.19547387954,
"SVK","ROADACCID","DEATH","1000000HAB","A","2002",116.42370193152,
"SVK","ROADACCID","DEATH","1000000HAB","A","2003",121.5251348594,
"SVK","ROADACCID","DEATH","1000000HAB","A","2004",113.17355015003,
"SVK","ROADACCID","DEATH","1000000HAB","A","2005",111.6734697524,
"SVK","ROADACCID","DEATH","1000000HAB","A","2006",113.1572472564,
"SVK","ROADACCID","DEATH","1000000HAB","A","2007",122.98539320533,
"SVK","ROADACCID","DEATH","1000000HAB","A","2008",112.65546593724,
"SVK","ROADACCID","DEATH","1000000HAB","A","2009",71.29057854161,
"SVK","ROADACCID","DEATH","1000000HAB","A","2010",65.474304766752,
"SVK","ROADACCID","DEATH","1000000HAB","A","2011",60.203201550686,
"SVK","ROADACCID","DEATH","1000000HAB","A","2012",65.093824796642,
"SVK","ROADACCID","DEATH","1000000HAB","A","2013",46.366484014739,
"ARM","ROADACCID","DEATH","1000000HAB","A","1997",83.304448074518,
"ARM","ROADACCID","DEATH","1000000HAB","A","1998",101.65073066288,
"ARM","ROADACCID","DEATH","1000000HAB","A","1999",74.133615969093,
"ARM","ROADACCID","DEATH","1000000HAB","A","2000",69.716196440695,
"ARM","ROADACCID","DEATH","1000000HAB","A","2001",77.688234166105,
"ARM","ROADACCID","DEATH","1000000HAB","A","2002",77.458133878639,
"ARM","ROADACCID","DEATH","1000000HAB","A","2003",83.504373707256,
"ARM","ROADACCID","DEATH","1000000HAB","A","2004",86.315724925449,
"ARM","ROADACCID","DEATH","1000000HAB","A","2005",103.98291460084,
"ARM","ROADACCID","DEATH","1000000HAB","A","2006",112.21902991381,
"ARM","ROADACCID","DEATH","1000000HAB","A","2007",126.48923170918,
"ARM","ROADACCID","DEATH","1000000HAB","A","2008",139.9481469765,
"ARM","ROADACCID","DEATH","1000000HAB","A","2009",112.51187433012,
"ARM","ROADACCID","DEATH","1000000HAB","A","2010",102.17873563198,"E"
"ARM","ROADACCID","DEATH","1000000HAB","A","2011",113.71614988415,"E"
"ARM","ROADACCID","DEATH","1000000HAB","A","2012",107.91409344181,"E"
"ARM","ROADACCID","DEATH","1000000HAB","A","2013",109.20995925708,"E"
"MDA","ROADACCID","DEATH","1000000HAB","A","1994",146.30181522623,
"MDA","ROADACCID","DEATH","1000000HAB","A","1995",148.02322331997,
"MDA","ROADACCID","DEATH","1000000HAB","A","1996",151.04636414497,
"MDA","ROADACCID","DEATH","1000000HAB","A","1997",155.71089549363,
"MDA","ROADACCID","DEATH","1000000HAB","A","1998",134.69370323363,
"MDA","ROADACCID","DEATH","1000000HAB","A","1999",108.5823667172,
"MDA","ROADACCID","DEATH","1000000HAB","A","2000",111.55096505323,
"MDA","ROADACCID","DEATH","1000000HAB","A","2001",115.38052718161,
"MDA","ROADACCID","DEATH","1000000HAB","A","2002",113.71596732267,
"MDA","ROADACCID","DEATH","1000000HAB","A","2003",117.63488015358,
"MDA","ROADACCID","DEATH","1000000HAB","A","2004",112.37685369782,
"MDA","ROADACCID","DEATH","1000000HAB","A","2005",108.75651252633,
"MDA","ROADACCID","DEATH","1000000HAB","A","2006",106.54887901933,
"MDA","ROADACCID","DEATH","1000000HAB","A","2007",129.72090435599,
"MDA","ROADACCID","DEATH","1000000HAB","A","2008",142.57271768809,
"MDA","ROADACCID","DEATH","1000000HAB","A","2009",136.58275007544,
"MDA","ROADACCID","DEATH","1000000HAB","A","2010",126.89339971842,
"MDA","ROADACCID","DEATH","1000000HAB","A","2011",124.43869161283,
"MDA","ROADACCID","DEATH","1000000HAB","A","2012",124.17408082384,
"MDA","ROADACCID","DEATH","1000000HAB","A","2013",84.584633248337,
"DNK","ROADACCID","DEATH","1000000HAB","A","1994",104.8753596687,
"DNK","ROADACCID","DEATH","1000000HAB","A","1995",111.20934815844,
"DNK","ROADACCID","DEATH","1000000HAB","A","1996",97.661556725214,
"DNK","ROADACCID","DEATH","1000000HAB","A","1997",92.526174595189,
"DNK","ROADACCID","DEATH","1000000HAB","A","1998",94.076055306163,
"DNK","ROADACCID","DEATH","1000000HAB","A","1999",96.583880751603,
"DNK","ROADACCID","DEATH","1000000HAB","A","2000",93.265133672534,
"DNK","ROADACCID","DEATH","1000000HAB","A","2001",80.4287092797,
"DNK","ROADACCID","DEATH","1000000HAB","A","2002",86.124617298846,
"DNK","ROADACCID","DEATH","1000000HAB","A","2003",80.139888627816,
"DNK","ROADACCID","DEATH","1000000HAB","A","2004",68.276145739411,
"DNK","ROADACCID","DEATH","1000000HAB","A","2005",61.076511339196,
"DNK","ROADACCID","DEATH","1000000HAB","A","2006",56.278221873028,
"DNK","ROADACCID","DEATH","1000000HAB","A","2007",74.33939559508,
"DNK","ROADACCID","DEATH","1000000HAB","A","2008",73.903896901515,
"DNK","ROADACCID","DEATH","1000000HAB","A","2009",54.86054467649,
"DNK","ROADACCID","DEATH","1000000HAB","A","2010",45.965135354706,
"DNK","ROADACCID","DEATH","1000000HAB","A","2011",39.493251321408,
"DNK","ROADACCID","DEATH","1000000HAB","A","2012",29.86637746952,
"DNK","ROADACCID","DEATH","1000000HAB","A","2013",34.016440448433,
"AUT","ROADACCID","DEATH","1000000HAB","A","1994",168.5962834726,
"AUT","ROADACCID","DEATH","1000000HAB","A","1995",152.23423237084,
"AUT","ROADACCID","DEATH","1000000HAB","A","1996",129.03603548026,
"AUT","ROADACCID","DEATH","1000000HAB","A","1997",138.67900529126,
"AUT","ROADACCID","DEATH","1000000HAB","A","1998",120.72526927815,
"AUT","ROADACCID","DEATH","1000000HAB","A","1999",135.00453685311,
"AUT","ROADACCID","DEATH","1000000HAB","A","2000",121.82387313541,
"AUT","ROADACCID","DEATH","1000000HAB","A","2001",119.12025587727,
"AUT","ROADACCID","DEATH","1000000HAB","A","2002",118.28818193415,
"AUT","ROADACCID","DEATH","1000000HAB","A","2003",114.63508303902,
"AUT","ROADACCID","DEATH","1000000HAB","A","2004",107.44048616942,
"AUT","ROADACCID","DEATH","1000000HAB","A","2005",93.341755158013,
"AUT","ROADACCID","DEATH","1000000HAB","A","2006",88.285366361897,
"AUT","ROADACCID","DEATH","1000000HAB","A","2007",83.298304246634,
"AUT","ROADACCID","DEATH","1000000HAB","A","2008",81.595905351634,
"AUT","ROADACCID","DEATH","1000000HAB","A","2009",75.869051216164,
"AUT","ROADACCID","DEATH","1000000HAB","A","2010",66.001833703119,
"AUT","ROADACCID","DEATH","1000000HAB","A","2011",62.323909632476,
"AUT","ROADACCID","DEATH","1000000HAB","A","2012",62.989391091877,"B"
"AUT","ROADACCID","DEATH","1000000HAB","A","2013",53.656780336099,
"SRB","ROADACCID","DEATH","1000000HAB","A","1999",145.88083578048,
"SRB","ROADACCID","DEATH","1000000HAB","A","2000",139.42945149146,
"SRB","ROADACCID","DEATH","1000000HAB","A","2001",169.65567627511,
"SRB","ROADACCID","DEATH","1000000HAB","A","2002",112.98572858187,
"SRB","ROADACCID","DEATH","1000000HAB","A","2003",114.69682007745,
"SRB","ROADACCID","DEATH","1000000HAB","A","2004",127.69395042875,
"SRB","ROADACCID","DEATH","1000000HAB","A","2005",113.02595202189,
"SRB","ROADACCID","DEATH","1000000HAB","A","2006",121.43177780575,
"SRB","ROADACCID","DEATH","1000000HAB","A","2007",130.32441974813,
"SRB","ROADACCID","DEATH","1000000HAB","A","2008",122.03713030708,
"SRB","ROADACCID","DEATH","1000000HAB","A","2009",110.37034578292,
"SRB","ROADACCID","DEATH","1000000HAB","A","2010",89.968560376859,
"SRB","ROADACCID","DEATH","1000000HAB","A","2011",100.63450887249,
"SRB","ROADACCID","DEATH","1000000HAB","A","2012",95.012180033635,
"SRB","ROADACCID","DEATH","1000000HAB","A","2013",90.171426210461,
"ISL","ROADACCID","DEATH","1000000HAB","A","1994",45.109220700621,
"ISL","ROADACCID","DEATH","1000000HAB","A","1995",89.730360267396,
"ISL","ROADACCID","DEATH","1000000HAB","A","1996",37.186333278793,
"ISL","ROADACCID","DEATH","1000000HAB","A","1997",55.32442241303,
"ISL","ROADACCID","DEATH","1000000HAB","A","1998",98.523246012545,
"ISL","ROADACCID","DEATH","1000000HAB","A","1999",75.708141509332,
"ISL","ROADACCID","DEATH","1000000HAB","A","2000",113.7959851354,
"ISL","ROADACCID","DEATH","1000000HAB","A","2001",84.219982594537,
"ISL","ROADACCID","DEATH","1000000HAB","A","2002",100.86149629769,
"ISL","ROADACCID","DEATH","1000000HAB","A","2003",79.441560370405,
"ISL","ROADACCID","DEATH","1000000HAB","A","2004",78.74716681389,
"ISL","ROADACCID","DEATH","1000000HAB","A","2005",64.030411075239,
"ISL","ROADACCID","DEATH","1000000HAB","A","2006",102.04686255275,
"ISL","ROADACCID","DEATH","1000000HAB","A","2007",48.143892465802,
"ISL","ROADACCID","DEATH","1000000HAB","A","2008",37.805515824759,
"ISL","ROADACCID","DEATH","1000000HAB","A","2009",53.375363815899,
"ISL","ROADACCID","DEATH","1000000HAB","A","2010",25.15398957996,
"ISL","ROADACCID","DEATH","1000000HAB","A","2011",37.615904004213,
"ISL","ROADACCID","DEATH","1000000HAB","A","2012",28.062210803328,
"ISL","ROADACCID","DEATH","1000000HAB","A","2013",46.330042870733,
"NZL","ROADACCID","DEATH","1000000HAB","A","1994",160.22099447514,
"NZL","ROADACCID","DEATH","1000000HAB","A","1995",158.43632601949,
"NZL","ROADACCID","DEATH","1000000HAB","A","1996",137.72775991426,
"NZL","ROADACCID","DEATH","1000000HAB","A","1997",142.54356967181,
"NZL","ROADACCID","DEATH","1000000HAB","A","1998",131.32372214941,
"NZL","ROADACCID","DEATH","1000000HAB","A","1999",132.72144142265,
"NZL","ROADACCID","DEATH","1000000HAB","A","2000",119.76047904192,
"NZL","ROADACCID","DEATH","1000000HAB","A","2001",117.25293132328,
"NZL","ROADACCID","DEATH","1000000HAB","A","2002",102.57059642902,
"NZL","ROADACCID","DEATH","1000000HAB","A","2003",114.47159316647,
"NZL","ROADACCID","DEATH","1000000HAB","A","2004",106.42201834862,
"NZL","ROADACCID","DEATH","1000000HAB","A","2005",97.970439536515,
"NZL","ROADACCID","DEATH","1000000HAB","A","2006",93.915786455097,
"NZL","ROADACCID","DEATH","1000000HAB","A","2007",99.673279984848,
"NZL","ROADACCID","DEATH","1000000HAB","A","2008",85.919526738345,
"NZL","ROADACCID","DEATH","1000000HAB","A","2009",89.480779063822,
"NZL","ROADACCID","DEATH","1000000HAB","A","2010",86.193026409543,
"NZL","ROADACCID","DEATH","1000000HAB","A","2011",64.78102189781,
"NZL","ROADACCID","DEATH","1000000HAB","A","2012",69.871373153967,
"NZL","ROADACCID","DEATH","1000000HAB","A","2013",56.955043785597,
"USA","ROADACCID","DEATH","1000000HAB","A","1994",154.739554434,
"USA","ROADACCID","DEATH","1000000HAB","A","1995",157.04263964729,
"USA","ROADACCID","DEATH","1000000HAB","A","1996",156.1467590221,
"USA","ROADACCID","DEATH","1000000HAB","A","1997",154.08736984563,
"USA","ROADACCID","DEATH","1000000HAB","A","1998",150.44552553162,
"USA","ROADACCID","DEATH","1000000HAB","A","1999",149.50186353211,
"USA","ROADACCID","DEATH","1000000HAB","A","2000",148.65552024221,
"USA","ROADACCID","DEATH","1000000HAB","A","2001",148.07226983725,
"USA","ROADACCID","DEATH","1000000HAB","A","2002",149.5175007149,
"USA","ROADACCID","DEATH","1000000HAB","A","2003",147.82084569883,
"USA","ROADACCID","DEATH","1000000HAB","A","2004",146.29516710452,
"USA","ROADACCID","DEATH","1000000HAB","A","2005",147.2336922773,
"USA","ROADACCID","DEATH","1000000HAB","A","2006",143.1329599695,
"USA","ROADACCID","DEATH","1000000HAB","A","2007",136.96788062201,
"USA","ROADACCID","DEATH","1000000HAB","A","2008",123.0639347839,
"USA","ROADACCID","DEATH","1000000HAB","A","2009",110.45027584682,
"USA","ROADACCID","DEATH","1000000HAB","A","2010",106.67604720204,
"USA","ROADACCID","DEATH","1000000HAB","A","2011",104.21818106208,
"USA","ROADACCID","DEATH","1000000HAB","A","2012",106.88445579178,
"USA","ROADACCID","DEATH","1000000HAB","A","2013",103.46435788214,
"PRT","ROADACCID","DEATH","1000000HAB","A","1994",219.78626886286,
"PRT","ROADACCID","DEATH","1000000HAB","A","1995",239.07419937571,
"PRT","ROADACCID","DEATH","1000000HAB","A","1996",237.87888347959,
"PRT","ROADACCID","DEATH","1000000HAB","A","1997",218.61757129332,
"PRT","ROADACCID","DEATH","1000000HAB","A","1998",209.24793183124,
"PRT","ROADACCID","DEATH","1000000HAB","A","1999",195.24697421017,
"PRT","ROADACCID","DEATH","1000000HAB","A","2000",180.46826120142,
"PRT","ROADACCID","DEATH","1000000HAB","A","2001",161.25106897589,
"PRT","ROADACCID","DEATH","1000000HAB","A","2002",160.75425319764,
"PRT","ROADACCID","DEATH","1000000HAB","A","2003",147.81780852737,
"PRT","ROADACCID","DEATH","1000000HAB","A","2004",123.42780965906,
"PRT","ROADACCID","DEATH","1000000HAB","A","2005",118.72425221335,
"PRT","ROADACCID","DEATH","1000000HAB","A","2006",92.090237408442,
"PRT","ROADACCID","DEATH","1000000HAB","A","2007",92.383887491222,
"PRT","ROADACCID","DEATH","1000000HAB","A","2008",83.82128846675,
"PRT","ROADACCID","DEATH","1000000HAB","A","2009",69.737204287523,
"PRT","ROADACCID","DEATH","1000000HAB","A","2010",88.621123416973,
"PRT","ROADACCID","DEATH","1000000HAB","A","2011",84.394500244375,
"PRT","ROADACCID","DEATH","1000000HAB","A","2012",68.284417724124,
"PRT","ROADACCID","DEATH","1000000HAB","A","2013",60.91441429165,
"KOR","ROADACCID","DEATH","1000000HAB","A","1994",225.95546659009,
"KOR","ROADACCID","DEATH","1000000HAB","A","1995",228.92693012978,
"KOR","ROADACCID","DEATH","1000000HAB","A","1996",277.93714798353,
"KOR","ROADACCID","DEATH","1000000HAB","A","1997",252.49392974389,
"KOR","ROADACCID","DEATH","1000000HAB","A","1998",195.67259164081,
"KOR","ROADACCID","DEATH","1000000HAB","A","1999",200.63635166445,
"KOR","ROADACCID","DEATH","1000000HAB","A","2000",217.74965601149,
"KOR","ROADACCID","DEATH","1000000HAB","A","2001",170.93037718848,
"KOR","ROADACCID","DEATH","1000000HAB","A","2002",151.58022913591,
"KOR","ROADACCID","DEATH","1000000HAB","A","2003",150.58778723023,
"KOR","ROADACCID","DEATH","1000000HAB","A","2004",136.4945126939,
"KOR","ROADACCID","DEATH","1000000HAB","A","2005",132.32454270985,
"KOR","ROADACCID","DEATH","1000000HAB","A","2006",130.61979972374,
"KOR","ROADACCID","DEATH","1000000HAB","A","2007",126.65446242945,
"KOR","ROADACCID","DEATH","1000000HAB","A","2008",119.66231661189,
"KOR","ROADACCID","DEATH","1000000HAB","A","2009",118.39903333821,
"KOR","ROADACCID","DEATH","1000000HAB","A","2010",111.09068002268,
"KOR","ROADACCID","DEATH","1000000HAB","A","2011",104.71269611703,
"KOR","ROADACCID","DEATH","1000000HAB","A","2012",107.410673095,
"KOR","ROADACCID","DEATH","1000000HAB","A","2013",100.97386036215,
"ROU","ROADACCID","DEATH","1000000HAB","A","1994",126.57163631257,
"ROU","ROADACCID","DEATH","1000000HAB","A","1995",125.41730459036,
"ROU","ROADACCID","DEATH","1000000HAB","A","1996",125.77918992366,
"ROU","ROADACCID","DEATH","1000000HAB","A","1997",126.93991277282,
"ROU","ROADACCID","DEATH","1000000HAB","A","1998",123.42638029614,
"ROU","ROADACCID","DEATH","1000000HAB","A","1999",111.47185569267,
"ROU","ROADACCID","DEATH","1000000HAB","A","2000",111.34889404794,
"ROU","ROADACCID","DEATH","1000000HAB","A","2001",111.1966083453,
"ROU","ROADACCID","DEATH","1000000HAB","A","2002",110.35182998124,
"ROU","ROADACCID","DEATH","1000000HAB","A","2003",103.59535681439,
"ROU","ROADACCID","DEATH","1000000HAB","A","2004",112.71808712278,
"ROU","ROADACCID","DEATH","1000000HAB","A","2005",123.87612668761,
"ROU","ROADACCID","DEATH","1000000HAB","A","2006",122.06423022626,
"ROU","ROADACCID","DEATH","1000000HAB","A","2007",134.08046800979,
"ROU","ROADACCID","DEATH","1000000HAB","A","2008",149.23647164081,
"ROU","ROADACCID","DEATH","1000000HAB","A","2009",137.32671094868,
"ROU","ROADACCID","DEATH","1000000HAB","A","2010",117.40085665583,
"ROU","ROADACCID","DEATH","1000000HAB","A","2011",100.16117113722,
"ROU","ROADACCID","DEATH","1000000HAB","A","2012",101.80458853522,
"ROU","ROADACCID","DEATH","1000000HAB","A","2013",93.125930227211,
"JPN","ROADACCID","DEATH","1000000HAB","A","1994",102.20788886132,
"JPN","ROADACCID","DEATH","1000000HAB","A","1995",101.04512950518,
"JPN","ROADACCID","DEATH","1000000HAB","A","1996",92.837774438003,
"JPN","ROADACCID","DEATH","1000000HAB","A","1997",89.292938908589,
"JPN","ROADACCID","DEATH","1000000HAB","A","1998",85.506329113924,
"JPN","ROADACCID","DEATH","1000000HAB","A","1999",81.954655653039,
"JPN","ROADACCID","DEATH","1000000HAB","A","2000",82.069960502353,
"JPN","ROADACCID","DEATH","1000000HAB","A","2001",79.206285539013,
"JPN","ROADACCID","DEATH","1000000HAB","A","2002",75.679704970772,
"JPN","ROADACCID","DEATH","1000000HAB","A","2003",70.029283264693,
"JPN","ROADACCID","DEATH","1000000HAB","A","2004",67.09402712878,
"JPN","ROADACCID","DEATH","1000000HAB","A","2005",62.58755762172,
"JPN","ROADACCID","DEATH","1000000HAB","A","2006",57.377946720478,
"JPN","ROADACCID","DEATH","1000000HAB","A","2007",52.304278872821,
"JPN","ROADACCID","DEATH","1000000HAB","A","2008",47.468823938218,
"JPN","ROADACCID","DEATH","1000000HAB","A","2009",45.608253219521,
"JPN","ROADACCID","DEATH","1000000HAB","A","2010",45.506363707348,
"JPN","ROADACCID","DEATH","1000000HAB","A","2011",43.298678744925,
"JPN","ROADACCID","DEATH","1000000HAB","A","2012",41.221039105532,
"JPN","ROADACCID","DEATH","1000000HAB","A","2013",40.527286280356,
"GEO","ROADACCID","DEATH","1000000HAB","A","1994",101.61263781471,
"GEO","ROADACCID","DEATH","1000000HAB","A","1995",95.057034220532,
"GEO","ROADACCID","DEATH","1000000HAB","A","1996",94.668659691081,
"GEO","ROADACCID","DEATH","1000000HAB","A","1997",99.082001941919,
"GEO","ROADACCID","DEATH","1000000HAB","A","1998",103.84863949368,
"GEO","ROADACCID","DEATH","1000000HAB","A","1999",121.05558674902,
"GEO","ROADACCID","DEATH","1000000HAB","A","2000",113.16569721386,
"GEO","ROADACCID","DEATH","1000000HAB","A","2001",127.21138063104,
"GEO","ROADACCID","DEATH","1000000HAB","A","2002",118.20059674088,
"GEO","ROADACCID","DEATH","1000000HAB","A","2003",132.99232736573,
"GEO","ROADACCID","DEATH","1000000HAB","A","2004",150.05889281508,
"GEO","ROADACCID","DEATH","1000000HAB","A","2005",138.66348448687,
"GEO","ROADACCID","DEATH","1000000HAB","A","2006",163.20116054159,
"GEO","ROADACCID","DEATH","1000000HAB","A","2007",180.54875061244,
"GEO","ROADACCID","DEATH","1000000HAB","A","2008",215.1364764268,
"GEO","ROADACCID","DEATH","1000000HAB","A","2009",185.52036199095,
"GEO","ROADACCID","DEATH","1000000HAB","A","2010",174.47784004075,
"GEO","ROADACCID","DEATH","1000000HAB","A","2011",135.74193548387,
"GEO","ROADACCID","DEATH","1000000HAB","A","2012",158.16993464052,
"GEO","ROADACCID","DEATH","1000000HAB","A","2013",136.12288135593,
"BLR","ROADACCID","DEATH","1000000HAB","A","1994",163.29324337538,
"BLR","ROADACCID","DEATH","1000000HAB","A","1995",174.71061408672,
"BLR","ROADACCID","DEATH","1000000HAB","A","1996",169.98031496063,
"BLR","ROADACCID","DEATH","1000000HAB","A","1997",170.60393397252,
"BLR","ROADACCID","DEATH","1000000HAB","A","1998",183.03704439368,
"BLR","ROADACCID","DEATH","1000000HAB","A","1999",175.92959943703,
"BLR","ROADACCID","DEATH","1000000HAB","A","2000",159.72568066287,
"BLR","ROADACCID","DEATH","1000000HAB","A","2001",160.54712526473,
"BLR","ROADACCID","DEATH","1000000HAB","A","2002",175.15499392431,
"BLR","ROADACCID","DEATH","1000000HAB","A","2003",179.95765738206,
"BLR","ROADACCID","DEATH","1000000HAB","A","2004",173.48146677347,
"BLR","ROADACCID","DEATH","1000000HAB","A","2005",173.11824452098,
"BLR","ROADACCID","DEATH","1000000HAB","A","2006",179.69949580028,
"BLR","ROADACCID","DEATH","1000000HAB","A","2007",158.77078362377,
